timestamp_shifted,Positive_Prob,Neutral_Prob,Negative_Prob
2024-12-09 12:05:00,0.715589,0.020304518,0.26410648
2024-12-09 12:10:00,0.0,0.0,0.0
2024-12-09 12:15:00,0.89812523,0.014842332,0.08703243
2024-12-09 12:20:00,0.0,0.0,0.0
2024-12-09 12:25:00,0.0,0.0,0.0
2024-12-09 12:30:00,0.0,0.0,0.0
2024-12-09 12:35:00,0.0,0.0,0.0
2024-12-09 12:40:00,0.0,0.0,0.0
2024-12-09 12:45:00,0.0,0.0,0.0
2024-12-09 12:50:00,0.0,0.0,0.0
2024-12-09 12:55:00,0.0,0.0,0.0
2024-12-09 13:00:00,0.0,0.0,0.0
2024-12-09 13:05:00,0.4578563,0.01444846,0.5276952
2024-12-09 13:10:00,0.0,0.0,0.0
2024-12-09 13:15:00,0.0,0.0,0.0
2024-12-09 13:20:00,0.0,0.0,0.0
2024-12-09 13:25:00,0.0,0.0,0.0
2024-12-09 13:30:00,0.0,0.0,0.0
2024-12-09 13:35:00,0.8986397,0.02493635,0.07642395
2024-12-09 13:40:00,0.0,0.0,0.0
2024-12-09 13:45:00,0.8826212,0.0266827205,0.09069606499999999
2024-12-09 13:50:00,0.0,0.0,0.0
2024-12-09 13:55:00,0.8752846,0.09542789,0.029287511
2024-12-09 14:00:00,0.7852259,0.014211879,0.2005622
2024-12-09 14:05:00,0.0,0.0,0.0
2024-12-09 14:10:00,0.9006692000000001,0.027550790999999998,0.071779979
2024-12-09 14:15:00,0.0,0.0,0.0
2024-12-09 14:20:00,0.0,0.0,0.0
2024-12-09 14:25:00,0.0,0.0,0.0
2024-12-09 14:30:00,0.0,0.0,0.0
2024-12-09 14:35:00,0.0,0.0,0.0
2024-12-09 14:40:00,0.8869625,0.07160474,0.041432805
2024-12-09 14:45:00,0.0,0.0,0.0
2024-12-09 14:50:00,0.0,0.0,0.0
2024-12-09 14:55:00,0.0,0.0,0.0
2024-12-09 15:00:00,0.7127521,0.017312564,0.26993537
2024-12-09 15:05:00,0.0,0.0,0.0
2024-12-09 15:10:00,0.0,0.0,0.0
2024-12-09 15:15:00,0.1242459,0.012066827,0.8636872
2024-12-09 15:20:00,0.0,0.0,0.0
2024-12-09 15:25:00,0.0,0.0,0.0
2024-12-09 15:30:00,0.83430624,0.013751672,0.15194209
2024-12-09 15:35:00,0.9029549,0.022883428,0.074161634
2024-12-09 15:40:00,0.0,0.0,0.0
2024-12-09 15:45:00,0.0,0.0,0.0
2024-12-09 15:50:00,0.0,0.0,0.0
2024-12-10 09:25:00,0.690049391875,0.09489192247321429,0.21505868701785716
2024-12-10 09:30:00,0.73625517,0.01518375,0.24856105
2024-12-10 09:35:00,0.0,0.0,0.0
2024-12-10 09:40:00,0.0,0.0,0.0
2024-12-10 09:45:00,0.0,0.0,0.0
2024-12-10 09:50:00,0.0,0.0,0.0
2024-12-10 09:55:00,0.0,0.0,0.0
2024-12-10 10:00:00,0.0,0.0,0.0
2024-12-10 10:05:00,0.0,0.0,0.0
2024-12-10 10:10:00,0.0,0.0,0.0
2024-12-10 10:15:00,0.0,0.0,0.0
2024-12-10 10:20:00,0.8706611,0.019153211,0.11018574
2024-12-10 10:25:00,0.0,0.0,0.0
2024-12-10 10:30:00,0.0,0.0,0.0
2024-12-10 10:35:00,0.6480563675,0.05421904625,0.297724595
2024-12-10 10:40:00,0.0,0.0,0.0
2024-12-10 10:45:00,0.8993799,0.036308303,0.06431179
2024-12-10 10:50:00,0.0,0.0,0.0
2024-12-10 10:55:00,0.0,0.0,0.0
2024-12-10 11:00:00,0.9221148,0.052103736,0.025781536
2024-12-10 11:05:00,0.0,0.0,0.0
2024-12-10 11:10:00,0.0,0.0,0.0
2024-12-10 11:15:00,0.0,0.0,0.0
2024-12-10 11:20:00,0.0,0.0,0.0
2024-12-10 11:25:00,0.89552724,0.015917256,0.08855544
2024-12-10 11:30:00,0.0,0.0,0.0
2024-12-10 11:35:00,0.0,0.0,0.0
2024-12-10 11:40:00,0.0,0.0,0.0
2024-12-10 11:45:00,0.6295175,0.01738282,0.35309964
2024-12-10 11:50:00,0.0,0.0,0.0
2024-12-10 11:55:00,0.0,0.0,0.0
2024-12-10 12:00:00,0.0,0.0,0.0
2024-12-10 12:05:00,0.0,0.0,0.0
2024-12-10 12:10:00,0.0,0.0,0.0
2024-12-10 12:15:00,0.804327215,0.0196718865,0.176000835
2024-12-10 12:20:00,0.71088475,0.010127889,0.27898738
2024-12-10 12:25:00,0.8262491,0.022653166,0.15109776
2024-12-10 12:30:00,0.0,0.0,0.0
2024-12-10 12:35:00,0.0,0.0,0.0
2024-12-10 12:40:00,0.0,0.0,0.0
2024-12-10 12:45:00,0.0,0.0,0.0
2024-12-10 12:50:00,0.0,0.0,0.0
2024-12-10 12:55:00,0.0,0.0,0.0
2024-12-10 13:00:00,0.0,0.0,0.0
2024-12-10 13:05:00,0.0,0.0,0.0
2024-12-10 13:10:00,0.0,0.0,0.0
