Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883447736501694,0.09926416863667624,0.09883447736501694,0.09883447736501694,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0941078974033573,0.0941078974033573,0.09367820620536804,0.09367820620536804,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723212343030957,0.08723212343030957,0.08680243790149689,0.08680243790149689,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895085006952286,0.08938054120547162,0.08895085006952286,0.08895085006952286,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711571037769318,0.09754540159017291,0.09711571037769318,0.09711571037769318,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184229910373688,0.10227275915299852,0.10184229910373688,0.10184229910373688,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613993555307388,0.10656962675861077,0.10613993555307388,0.10613993555307388,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172585934400558,0.11215555044394408,0.11172585934400558,0.11172585934400558,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203919142484665,0.1224688826857932,0.12203919142484665,0.12203919142484665,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375791370868683,0.1241876048610099,0.12375791370868683,0.12375791370868683,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117986134919352,0.12117986134919352,0.12075018137693404,0.12075018137693405,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774230884487344,0.11774230884487344,0.11731261759996414,0.11731261759996414,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860167980194092,0.11946106229133853,0.11860167980194092,0.11860167980194092,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645320525576931,0.11645320525576931,0.11602352559566498,0.11602352559566498,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1112962529590257,0.1112962529590257,0.11086656153202057,0.11086656153202057,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656962675861077,0.10656962675861077,0.10613993555307388,0.10613993555307388,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10442121816506501,0.10442121816506501,0.1039915382862091,0.1039915382862091,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957741737365723,0.1100071084816529,0.10957741737365723,0.10957741737365723,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957744582264671,0.10957744582264671,0.10871807485818864,0.10871807485818863,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528059448084386,0.10528059448084386,0.1048509031534195,0.1048509031534195,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1052805706858635,0.10571026191617122,0.1052805706858635,0.1052805706858635,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742904245853424,0.10828841366125022,0.10742904245853424,0.10742904245853424,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.1069992867149828,0.1069992867149828,0.10656959563493729,0.10656959563493729,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301495879888535,0.11344465004189479,0.11301495879888535,0.11301495879888535,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1100071084816529,0.1100071084816529,0.10957741737365723,0.10957741737365723,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11172585934400558,0.11258523006923575,0.11172585934400558,0.11172585934400558,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301495879888535,0.11387434128490424,0.11301495879888535,0.11301495879888535,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301496764191143,0.11344465891854272,0.11258527636528015,0.11258527636528015,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1112962529590257,0.1112962529590257,0.11086656153202057,0.11086656153202057,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11086650802476382,0.11086650802476382,0.11000713706016542,0.1100071370601654,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.1069992867149828,0.1069992867149828,0.10656959563493729,0.10656959563493729,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.1031321225968401,0.1031321225968401,0.10270243138074875,0.10270243138074875,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09797509280265265,0.09797509280265265,0.09711571037769318,0.09711571037769318,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09195944968069764,0.09195944968069764,0.09152976423501968,0.09152976423501968,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09496728330850601,0.0953969688110069,0.09496728330850601,0.09496728330850601,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09883447736501694,0.09926416863667624,0.09883447736501694,0.09883447736501694,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09453758286402182,0.09453758286402182,0.09367820620536804,0.09367820620536804,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09367820620536804,0.0941078974033573,0.09367820620536804,0.09367820620536804,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09110006989744711,0.09110006989744711,0.0906703844666481,0.0906703844666481,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09024069727703617,0.09024069727703617,0.08981023728847504,0.08981023728847504,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08852117944672681,0.08852117944672681,0.08766180276870728,0.08766180276870728,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08981023728847504,0.09024069727703617,0.08981023728847504,0.08981023728847504,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09367820620536804,0.09453758286402182,0.09367820620536804,0.09367820620536804,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08852119885594084,0.08852119885594084,0.08809150755405426,0.08809150755405426,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08379462501081164,0.08379462501081164,0.08336493372917175,0.08336493372917175,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08465399593114853,0.0850836872119342,0.08465399593114853,0.08465399593114853,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08250553589843579,0.08250553589843579,0.0816461592912674,0.0816461592912674,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08680243790149689,0.08723212343030957,0.08680243790149689,0.08680243790149689,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08809150755405426,0.08852119885594084,0.08809150755405426,0.08809150755405426,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.0911000594496727,0.0919594359500378,0.0911000594496727,0.0911000594496727,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09067038575669926,0.09067038575669926,0.09024069458246231,0.09024069458246231,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08981022534631583,0.08981022534631583,0.08938053995370865,0.08938053995370865,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08938054120547162,0.08938054120547162,0.08895085006952286,0.08895085006952286,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08895088442050131,0.08895088442050131,0.08809150755405426,0.08809150755405426,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.0816461323484679,0.0816461323484679,0.08121644705533981,0.08121644705533981,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07777819337839553,0.07777819337839553,0.0773485079407692,0.0773485079407692,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07520007787965162,0.07520007787965162,0.07434070110321045,0.07434070110321045,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.0773485079407692,0.07777819337839553,0.0773485079407692,0.0773485079407692,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.0769188435620359,0.0769188435620359,0.07648915797472,0.07648915797472,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07949770987033844,0.08035708636106423,0.07949770987033844,0.07949770987033844,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08336493372917175,0.08422431055512569,0.08336493372917175,0.08336493372917175,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08852118253707886,0.0893805592451,0.08852118253707886,0.08852118253707886,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08809148823905462,0.08809148823905462,0.08766180276870728,0.08766180276870728,37811200,0.0,0.0
