,Title,Text,Publisher,URL,Date
45,"Immer wieder sonntags KW 50: Zalando übernimmt About You, OpenAI legt mit der Video-KI Sora los","Zunächst einmal wünsche ich allen Lesern einen schönen 3. Adventssonntag! Ich hoffe ihr hattet bisher eine tolle Woche und freue mich, dass ihr die Zeit gefunden habt, um in diesen Beitrag zu schauen. So findet ihr an dieser Stelle wie...Zum Beitrag: Immer wi…",Caschys Blog,https://stadt-bremerhaven.de/immer-wieder-sonntags-kw-50-zalando-uebernimmt-about-you-openai-legt-mit-der-video-ki-sora-los/,2024-12-15 06:30:19
46,Apple: Objektstandort eines verlorenen Gegenstandes mit anderen teilen,"Apple hat eine neue Funktion für das Wo-ist?-Netzwerk eingeführt, mit der du den Standort deiner AirTags oder Wo-ist?-kompatiblen Zubehörteile sicher mit Dritten teilen kannst. Diese Funktion ist besonders nützlich für Reisende, die ihr verloren gegangenes Ge…",Caschys Blog,https://stadt-bremerhaven.de/apple-objektstandort-eines-verlorenen-gegenstandes-mit-anderen-teilen/,2024-12-15 11:00:50
47,Apple: Faltbarer Hybrid aus Tablet und Notebook soll 2028 erscheinen,"Apple arbeitet an einem neuen Computerkonzept, das die Grenzen zwischen Tablet und Laptop neu definieren soll. Nach Informationen aus dem Unternehmen entwickeln die Designer in Cupertino ein faltbares Gerät in der Größe von zwei iPad Pros. Der Launch ist für.…",Caschys Blog,https://stadt-bremerhaven.de/apple-faltbarer-hybrid-aus-tablet-und-notebook-soll-2028-erscheinen/,2024-12-15 15:00:56
48,Apple soll Design-Probleme der Magic Mouse beheben wollen,Die im Jahr 2009 erstmals vorgestellte Magic Mouse aus dem Hause Apple sieht im Großen und Ganzen nach 15 Jahren immer noch so aus wie zur Markteinführung. Das könnte sich bald ändern. Die Magic Mouse des kalifornischen Soft- und Hardware-Herstellers Apple ze…,T3n,https://t3n.de/news/?p=1663691,2024-12-15 20:14:31
49,Apple plant faltbares iPad – Marktstart ab 2028 denkbar,"Apple arbeitet an einem faltbaren Gerät, das die Größe eines großen iPads haben könnte und aufgeklappt so groß wie zwei nebeneinanderliegende iPad Pros sein soll. Nach Angaben des Wirtschaftsnachrichten-Dienstes Bloomberg feilt Cupertino derzeit an Prototypen…",ifun.de › Apple-News seit 2001,https://www.ifun.de/apple-plant-faltbares-ipad-marktstart-ab-2028-denkbar-245372/,2024-12-16 08:25:36
50,"Apple: Faltbares iPad soll OLED mit 18,8 Zoll ohne Falz bieten",Unter den großen Smartphone- und Tablet-Herstellern ist Apple derzeit der einzige ohne faltbare Geräte. Das soll sich bis 2028 mit einem faltbaren iPad ändern. Für das Tablet mit faltbarem OLED-Display habe sich Apple selbst ein hohes Ziel gesteckt: einen uns…,ComputerBase,https://www.computerbase.de/news/tablets/apple-faltbares-ipad-soll-oled-mit-18-8-zoll-ohne-falz-bieten.90693/,2024-12-16 10:05:00
51,Apple: Magic Mouse soll neu gestaltet werden,"Apple entwickelt wohl eine grundlegend überarbeitete Version der Magic Mouse mit verlegtem Ladeanschluss und mehr Ergonomie. (Eingabegerät, Apple)",Golem.de,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fapple-magic-mouse-soll-neu-gestaltet-werden-2412-191729.html&referer=https%3A%2F%2Ft.co%2F15552c2c5e,2024-12-16 10:28:01
52,Apple TV+: Neues Drama „All of You“ mit Brett Goldstein und Imogen Poots angekündigt,"Apple hat mal keinen Thriller oder irgendwas aus der Mystery-Ecke, sondern etwas fürs Herz angekündigt. Dabei handelt es sich um den Film „All of You“, der im nächsten Jahr auf Apple TV+ landen soll. In dem Streifen übernehmen Brett Goldstein...Zum Beitrag: A…",Caschys Blog,https://stadt-bremerhaven.de/apple-tv-neues-drama-all-of-you-mit-brett-goldstein-und-imogen-poots-angekuendigt/,2024-12-16 11:30:39
53,Das sind die am häufigsten heruntergeladenen Apps und Spiele des Jahres 2024 im App Store,"Der App Store von Apple hat auch 2024 wieder Millionen Menschen mit Apps und Spielen versorgt. Zum Jahresende veröffentlicht das Unternehmen nun die Download-Charts, die einen Einblick in die Vorlieben der Nutzer geben. Die Übersicht ist in mehr als 30...Zum …",Caschys Blog,https://stadt-bremerhaven.de/das-sind-die-am-haeufigsten-heruntergeladenen-apps-und-spiele-des-jahres-2024-im-app-store/,2024-12-16 15:48:24
54,iOS 18.3 – Beta 1 für Entwickler ist da,"Apple hat iOS 18.2 veröffentlicht und damit einen nächsten größeren Schritt in Richtung KI-Integration gemacht. Aktuell gehen wir hierzulande noch leer aus, aber das könnte sich Anfang des nächsten Jahres ändern. Währenddessen lässt sich Apple nicht davon abh…",Caschys Blog,https://stadt-bremerhaven.de/ios-18-3-beta-1-fuer-entwickler-ist-da/,2024-12-16 19:10:25
55,"Dienstag: Amazon ignorierte interne Warnungen, Gerüchte um Intel-Fusion",Hohe Verletzungsrate bei Amazon-Arbeitern + Rettungspläne für Intel + Warnung vor ePA für Kinder + Konflikt um KI-Verordnung + Änderungen beim iPhone-Design,heise online,https://www.heise.de/news/Dienstag-Amazon-ignorierte-interne-Warnungen-Geruechte-um-Intel-Fusion-10202229.html,2024-12-17 06:15:00
56,"Deutschlandticket-Finanzierung für 2025 steht, es wird teurer","Nach intensiven Verhandlungen haben sich SPD, Grüne und Union auf eine Finanzierung des Deutschlandtickets für das Jahr 2025 geeinigt. Diese Einigung sichert die Fortführung des Angebots zu einem Preis von 58 Euro pro Monat, bisher werden 49 Euro fällig. Die.…",Caschys Blog,https://stadt-bremerhaven.de/deutschlandticket-finanzierung-fuer-2025-steht-es-wird-teurer/,2024-12-17 07:00:09
57,macOS 15.3: Beta bringt Genmoji-Erstellung mit,"Mit der ersten Beta von macOS Sequoia 15.3 hält eine neue Funktion Einzug auf den Mac: Genmoji. Dieses Feature, das Apple bereits in iOS 18.2 und iPadOS 18.2 eingeführt hat, erlaubt es Nutzern, eigene Emoji-Charaktere durch Texteingabe zu kreieren. Die...Zum …",Caschys Blog,https://stadt-bremerhaven.de/macos-15-3-beta-bringt-genmoji-erstellung-mit/,2024-12-17 09:00:25
58,"KI-Update kompakt: Meta FAIR, Apple Intelligence, KI-Chip-Export, Veo2 & Imagen3","Das ""KI-Update"" liefert werktäglich eine Zusammenfassung der wichtigsten KI-Entwicklungen.",heise online,https://www.heise.de/news/KI-Update-kompakt-Meta-FAIR-Apple-Intelligence-KI-Chip-Export-Veo2-Imagen3-10203279.html,2024-12-17 15:00:00
59,iOS 18.3: Diese Neuerungen bringt das nächste Apple-Update aufs iPhone,Das nächste Betriebssystem-Update für iPhones ist in der Mache: Mit iOS 18.3 dürften die nächsten Funktionen des „Apple Intelligence“-Pakets verteilt werden. Außerdem kommen Smarthome-Fans wohl endlich auf ihre Kosten. Nach den Veröffentlichungen von iOS 18.1…,T3n,https://t3n.de/news/ios-18-3-update-iphone-1664310/,2024-12-18 10:27:07
60,EU-Kommission: Apple soll iPhone kompatibler mit Geräten anderer Hersteller machen,"Die EU-Kommission will, dass Apple-Geräte mit den Produkten von Konkurrenten genauso gut funktionieren wir mit hauseigenen. Der Konzern warnt vor Datenschutz-Risiken.",Die Zeit,https://www.zeit.de/digital/2024-12/eu-kommission-aufforderung-apple-oeffnung-smartphones,2024-12-19 04:09:29
61,Apple soll das iPhone weiter öffnen – was die EU-Kommission fordert,"Dass Apples Geräte gut miteinander zusammenspielen, ist bisher ein Kaufargument. Brüssel will, dass es für Konkurrenten genauso läuft. Apple warnt vor Datenschutz-Risiken. Die EU-Kommission drängt Apple dazu, das iPhone noch stärker für Rivalen zu öffnen. Dad…",T3n,https://t3n.de/news/?p=1664502,2024-12-19 08:41:43
