Timestamp,Positive_Prob,Neutral_Prob,Negative_Prob,Open,High,Low,Close,Volume,Volatility,RSI,OBV,ATR,SMA_14,EMA_14,ROC_14
2024-12-04 10:45:00,0.0,0.0,0.0,243.3999938964844,243.5099029541016,243.3099975585937,243.4217071533203,270491,0.1883490014657719,53.89526114352381,4610888.0,0.3948141939515255,243.46487971714564,243.4134421648298,0.1446907551339511
2024-12-04 10:50:00,0.0,0.0,0.0,243.4250030517578,243.4600067138672,243.3000030517578,243.3500061035156,210775,0.1437633286572616,51.13203729276032,4400113.0,0.3706633574367791,243.4884512765067,243.40498402332128,0.1357920439688196
2024-12-04 10:55:00,0.0,0.0,0.0,243.3600006103516,243.6300048828125,243.17999267578125,243.46499633789065,421287,0.1416761608591165,55.10726222809768,4821400.0,0.3785759364989719,243.4931586129325,243.41298566526385,0.0270759882375353
2024-12-04 11:00:00,0.0,0.0,0.0,243.47000122070312,243.82000732421875,243.47000122070312,243.6699981689453,272583,0.1485515289601741,61.17141945538883,5093983.0,0.3762907154934009,243.50101579938612,243.44725399908805,0.0451636604755376
2024-12-04 11:05:00,0.85648346,0.018314043,0.12520245,243.66000366210932,243.6707000732422,243.4499969482422,243.4676055908203,174637,0.1474098528061918,53.48927300194766,4919346.0,0.3615783965512663,243.4937013898577,243.4499675446524,-0.0420420126941694
2024-12-04 11:10:00,0.0,0.0,0.0,243.47999572753903,243.5050048828125,243.27999877929688,243.3500061035156,285820,0.1448872419802596,49.59216350355955,4633526.0,0.3489561264081945,243.4958441598075,243.43663935250083,0.012328940651754
2024-12-04 11:15:00,0.0,0.0,0.0,243.33999633789065,243.38999938964844,243.22999572753903,243.3300018310547,220912,0.1080035998931988,48.93898351035965,4412614.0,0.3318518570337974,243.45833696637837,243.422421016308,-0.2153330820394451
2024-12-04 11:20:00,0.86702615,0.021100445,0.11187338,243.3300018310547,243.33810424804688,242.9499969482422,243.009994506836,353558,0.1577293611696445,39.88820133840094,4059056.0,0.3368487806000848,243.41976492745536,243.3674308150451,-0.2217238916671609
2024-12-04 11:25:00,0.0,0.0,0.0,243.01499938964844,243.0379943847656,242.8500061035156,242.90499877929688,340321,0.1974178000949837,37.44150084551202,3718735.0,0.3238522580403144,243.36797877720423,243.3057732102787,-0.2975848988158734
2024-12-04 11:30:00,0.0,0.0,0.0,242.90499877929688,242.909896850586,242.57000732421875,242.7115020751953,635818,0.2644132272082465,33.37814229597978,3082917.0,0.3252305349121953,243.32434300013952,243.22653705893424,-0.251066433460101
2024-12-04 11:35:00,0.0,0.0,0.0,242.69500732421875,242.6999969482422,242.16000366210932,242.28500366210932,668972,0.3799170385974806,26.54096130219042,2413945.0,0.3443982844113097,243.2411291939872,243.10099927269093,-0.4785349356075449
2024-12-04 11:40:00,0.0,0.0,0.0,242.2949981689453,242.3000030517578,242.1100006103516,242.1499938964844,364750,0.4680139295193786,24.808558444687407,2049195.0,0.3314904730762603,243.14255741664343,242.9741985558634,-0.5666673057651201
2024-12-04 11:45:00,0.0,0.0,0.0,242.15480041503903,242.6000061035156,242.1499938964844,242.5200042724609,324117,0.4847966981534818,36.95423155094099,2373312.0,0.3412799625183063,243.07398659842357,242.9136393180764,-0.3942793954014942
2024-12-04 11:50:00,0.0,0.0,0.0,242.5200042724609,242.5399932861328,242.2899932861328,242.4149932861328,1065562,0.5049029957619489,35.21565252815218,1307750.0,0.3338238203612717,243.00362941196985,242.84715318048396,-0.4046839092241316
2024-12-04 11:55:00,0.0,0.0,0.0,242.418701171875,242.5399932861328,242.3800048828125,242.5,2043304,0.5062853652393224,37.76804173962981,3351054.0,0.3197683411332365,242.9377931867327,242.8008660897528,-0.3786462448641735
2024-12-04 12:00:00,0.0,0.0,0.0,242.47999572753903,242.4850006103516,241.92999267578125,242.0200042724609,390130,0.5461959340058247,30.46848486224537,2960924.0,0.3398124913202491,242.84279305594308,242.69675118078047,-0.5465386470912743
2024-12-04 12:05:00,0.0,0.0,0.0,242.02999877929688,242.1020965576172,241.9199981689453,242.0800018310547,284313,0.5502438985332333,32.231597933074305,3245237.0,0.3272881908412809,242.74386487688335,242.61451793415043,-0.5688680211400139
2024-12-04 12:10:00,0.0,0.0,0.0,242.05499267578125,242.1699981689453,242.0,242.06500244140625,256656,0.5080217324155576,32.013048243888704,2988581.0,0.3148964882724346,242.6292223249163,242.54124920178447,-0.6586759714366889
2024-12-04 12:15:00,0.0,0.0,0.0,242.0500030517578,242.1699981689453,241.8300018310547,241.8300018310547,281258,0.4882805509875338,28.72656012209764,2707323.0,0.3168594816704494,242.51225062779017,242.4464162190205,-0.6726166940327314
2024-12-04 12:20:00,0.0,0.0,0.0,241.82000732421875,242.0599975585937,241.25,242.0399932861328,643979,0.4383574624632819,35.134737625511946,3351302.0,0.3551668389709683,242.4186782836914,242.3922264946355,-0.5383245467540831
2024-12-04 12:25:00,0.0,0.0,0.0,242.0399932861328,242.17999267578125,241.92999267578125,242.03990173339844,224555,0.3607814997963649,35.133254494298065,3126747.0,0.3470481552479464,242.32652827671595,242.3452498598039,-0.5301853811483441
2024-12-04 12:30:00,0.0,0.0,0.0,242.0399932861328,242.16000366210932,241.91000366210932,241.91000366210932,208286,0.3176914700495263,33.00447003859405,2918461.0,0.3395991959947574,242.24795750209265,242.28721703344465,-0.4526525120742209
2024-12-04 12:35:00,0.0,0.0,0.0,241.9188995361328,241.94000244140625,241.63999938964844,241.92030334472656,240580,0.2658017455381786,33.34931489254321,3159041.0,0.3365760857361756,242.17762211390905,242.23829520828224,-0.4053829437511927
2024-12-04 12:40:00,0.0,0.0,0.0,241.9199981689453,241.9517059326172,241.75,241.94500732421875,150291,0.2228441867160029,34.22384380600453,3309332.0,0.3263293523309029,242.12287248883928,242.19919015707376,-0.3158048730377401
2024-12-04 12:45:00,0.0,0.0,0.0,241.9550018310547,242.1699981689453,241.94000244140625,242.13999938964844,195767,0.2180470749030941,40.82394054952088,3505099.0,0.3190435470626029,242.1125150408064,242.1912980547504,-0.0598486370469432
2024-12-04 12:50:00,0.0,0.0,0.0,242.159896850586,242.3699951171875,242.1199951171875,242.34500122070312,209870,0.2266830612102066,46.86094032582925,3714969.0,0.3138435691504572,242.12644413539343,242.21179181021077,0.0805316246681733
2024-12-04 12:55:00,0.0,0.0,0.0,242.3491973876953,242.5,242.3300018310547,242.3686981201172,199203,0.2094259353282837,47.52732771262013,3914172.0,0.3030518650057491,242.11563655308316,242.2327126515316,-0.0623891430307479
