Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Volatility,RSI,OBV,ATR
2024-12-04 13:00:00,242.3650054931641,242.4868927001953,242.2633056640625,242.4046936035156,142854,0.0,0.0,0.2083085430572122,48.5821230761191,4057026.0,0.2971115320130152
2024-12-04 13:05:00,242.40499877929688,242.47000122070312,242.3699951171875,242.41000366210935,210771,0.0,0.0,0.1965681777479568,48.74580489189467,4267797.0,0.2824259047968611
2024-12-04 13:10:00,242.4010009765625,242.4710998535156,242.2700042724609,242.3350067138672,158444,0.0,0.0,0.20356649091900514,46.49458641669105,4109353.0,0.27638486412824276
2024-12-04 13:15:00,242.33999633789065,242.5,242.33999633789065,242.4600067138672,174391,0.0,0.0,0.22084834566523132,50.590423159962484,4283744.0,0.2681344461110387
2024-12-04 13:20:00,242.4600067138672,242.50999450683597,242.35499572753903,242.38999938964844,125791,0.0,0.0,0.22729465929349751,48.35773036624086,4157953.0,0.2597768981550309
2024-12-04 13:25:00,242.38499450683597,242.44000244140625,242.2100067138672,242.2586975097656,173652,0.0,0.0,0.2040068467277859,44.39991988841772,3984301.0,0.2575822683843128
2024-12-04 13:30:00,242.2400054931641,242.28500366210935,242.0800018310547,242.13999938964844,180247,0.0,0.0,0.1992172176880959,41.12324018499842,3804054.0,0.25371626817093385
2024-12-04 13:35:00,242.1450042724609,242.19000244140625,241.92999267578125,242.1199951171875,194063,0.0,0.0,0.19477599382993455,40.57970916087623,3609991.0,0.254178032129003
2024-12-04 13:40:00,242.1199951171875,242.25880432128903,242.07020568847656,242.1199951171875,145752,0.0,0.0,0.17583232220691294,40.57970916087622,3609991.0,0.24937569793720504
2024-12-04 13:45:00,242.139892578125,242.30999755859372,242.139892578125,242.25999450683597,113342,0.0,0.0,0.14987138121608393,46.33659940731819,3723333.0,0.2450356505947712
2024-12-04 13:50:00,242.2700042724609,242.7872009277344,242.2700042724609,242.77999877929688,281886,0.0,0.0,0.17684528232968044,61.324842309937154,4005219.0,0.2656273097115404
2024-12-04 13:55:00,242.75999450683597,242.8800048828125,242.47999572753903,242.50999450683597,281370,0.0,0.0,0.17491347934052295,53.04098645832071,3723849.0,0.275418792192069
2024-12-04 14:00:00,242.5249938964844,242.8500061035156,242.38999938964844,242.8249969482422,975415,0.0,0.0,0.2160357459462572,59.85436329740157,4699264.0,0.28884918000883353
2024-12-04 14:05:00,242.82449340820312,242.83999633789065,242.6499938964844,242.7700042724609,176953,0.0,0.0,0.23917197201588333,58.264987064804586,4522311.0,0.2816667680763581
2024-12-04 14:10:00,242.7749938964844,242.8999938964844,242.7400054931641,242.8300018310547,172723,0.0,0.0,0.2637683742206234,59.5276931356506,4695034.0,0.272836254885096
2024-12-04 14:15:00,242.83999633789065,243.0399932861328,242.82000732421875,243.00999450683597,157420,0.0,0.0,0.3036401624977525,63.13151220501485,4852454.0,0.2690051554477871
2024-12-04 14:20:00,243.0,243.1764068603516,242.97000122070312,243.16099548339844,192796,0.0,0.0,0.34885526255865335,65.87666250402066,5045250.0,0.26447214811733905
2024-12-04 14:25:00,243.16000366210935,243.16000366210935,242.97000122070312,243.07000732421875,183485,0.0,0.0,0.37452768404950726,62.84039844560694,4861765.0,0.2591566391599775
2024-12-04 14:30:00,243.05999755859372,243.07000732421875,242.9550018310547,243.07000732421875,199058,0.0,0.0,0.39050155392035124,62.84039844560693,4861765.0,0.24873802499556813
2024-12-04 14:35:00,243.0800018310547,243.125,242.8699951171875,242.8704071044922,221583,0.0,0.0,0.37890971074871693,56.245049792129464,4640182.0,0.24919058272015734
2024-12-04 14:40:00,242.8701019287109,242.97000122070312,242.77999877929688,242.8699951171875,177284,0.0,0.0,0.34764787416942367,56.23193113658136,4462898.0,0.244919699745141
2024-12-04 14:45:00,242.8800048828125,242.94000244140625,242.82000732421875,242.9272003173828,559460,0.0,0.0,0.3020518184748964,57.7069920567142,5022358.0,0.23591199142837393
2024-12-04 14:50:00,242.92999267578125,243.0,242.8300018310547,242.8999938964844,206320,0.0,0.0,0.23275595658664605,56.72779730137173,4816038.0,0.2311624775406236
2024-12-04 14:55:00,242.90989685058597,242.97999572753903,242.8950042724609,242.91009521484372,159937,0.0,0.0,0.16026573557607204,57.01940860719824,4975975.0,0.22063652604657394
2024-12-04 15:00:00,242.91000366210935,242.97000122070312,242.84100341796875,242.92999267578125,183010,0.0,0.0,0.1571041494349416,57.62517827611671,5158985.0,0.21404135370730307
2024-12-04 15:05:00,242.9250030517578,242.9600067138672,242.8300018310547,242.9199981689453,240036,0.0,0.0,0.1088421719938748,57.18916741944665,4918949.0,0.20799657837372576
2024-12-04 15:10:00,242.92999267578125,243.0,242.88999938964844,242.93499755859372,189631,0.0,0.0,0.10431259043276012,57.70636553051006,5108580.0,0.2009512265211467
2024-12-04 15:15:00,242.92999267578125,243.0269012451172,242.91009521484372,243.00999450683597,198691,0.0,0.0,0.09317967254623355,60.28959094350134,5307271.0,0.19490448241800834
2024-12-04 15:20:00,243.0200042724609,243.0500030517578,242.92999267578125,242.9886016845703,169902,0.0,0.0,0.08575008603421642,59.17922597283011,5137369.0,0.1895248547769383
2024-12-04 15:25:00,242.97999572753903,243.00059509277344,242.88499450683597,242.9850006103516,246738,0.0,0.0,0.08509871166161477,58.98230416132706,4890631.0,0.1842170199441788
2024-12-04 15:30:00,242.9850006103516,243.0,242.8500061035156,242.94500732421875,283533,0.0,0.0,0.06441873698578891,56.72475672293885,4607098.0,0.18176068095251846
2024-12-04 15:35:00,242.94500732421875,243.0399932861328,242.94000244140625,243.03500366210935,244161,0.0,0.0,0.06002558088156031,60.39803876459281,4851259.0,0.1758937404209972
2024-12-04 15:40:00,243.03500366210935,243.19000244140625,242.97140502929688,243.0749969482422,349956,0.0,0.0,0.060804387742562506,61.94395290461442,5201215.0,0.17895672241390917
2024-12-04 15:45:00,243.0749969482422,243.19000244140625,242.9900054931641,243.13499450683597,343105,0.0,0.0,0.07385128943547965,64.20163622156335,5544320.0,0.1804654133566517
2024-12-04 15:50:00,243.13999938964844,243.5399932861328,242.8260955810547,242.9750061035156,1049756,0.0,0.0,0.06813478008088006,54.85610625087542,4494564.0,0.21870464189290398
2024-12-04 15:55:00,242.97999572753903,243.1199951171875,242.9199981689453,243.0200042724609,1468026,0.0,0.0,0.06748165293259983,56.76248666792779,5962590.0,0.21736392028730953
2024-12-05 09:30:00,244.0500030517578,244.5399932861328,243.57000732421875,243.63009643554688,2625187,0.0,0.0,0.18246008846162162,73.2538630767987,8587777.0,0.31069672671379756
2024-12-05 09:35:00,243.6699981689453,243.80999755859372,243.25999450683597,243.26499938964844,783949,0.0,0.0,0.18829219090074592,58.80034351077296,7803828.0,0.3278391810614682
2024-12-05 09:40:00,243.2626953125,243.2626953125,242.7127990722656,243.1501007080078,627393,0.0,0.0,0.18571766492811514,55.11479057116969,7176435.0,0.343907752752729
2024-12-05 09:45:00,243.15499877929688,243.4499969482422,243.0,243.3000030517578,506543,0.0,0.0,0.18885265566148537,58.74765731839591,7682978.0,0.35150433083345356
2024-12-05 09:50:00,243.3000030517578,243.32000732421875,243.0200042724609,243.16000366210935,411276,0.0,0.0,0.18289104932023553,54.32532901748487,7271702.0,0.34781720465995836
2024-12-05 09:55:00,243.1649932861328,243.5200042724609,243.1000061035156,243.5,669711,0.0,0.0,0.2057669103527527,61.83843310924771,7941413.0,0.3529840004920612
2024-12-05 10:00:00,243.4550018310547,243.57000732421875,243.0500030517578,243.4199981689453,672587,0.0,0.0,0.2112315180257755,59.36399022153897,7268826.0,0.36493767846977815
2024-12-05 10:05:00,243.41000366210935,243.5399932861328,243.1699981689453,243.47999572753903,451416,0.0,0.0,0.2164746080968645,60.63613070541409,7720242.0,0.36529958921765987
2024-12-05 10:10:00,243.4900054931641,243.4900054931641,243.1100006103516,243.1199951171875,404852,0.0,0.0,0.20402373658256256,50.43378721630803,7315390.0,0.3663517629112051
2024-12-05 10:15:00,243.1199951171875,243.2050018310547,242.9900054931641,243.1201019287109,388150,0.0,0.0,0.19886624626120858,50.43645180638161,7703540.0,0.35552350215254297
2024-12-05 10:20:00,243.1300048828125,243.1902008056641,242.7700042724609,242.91000366210935,431178,0.0,0.0,0.21368912623087621,45.28011546829099,7272362.0,0.3601498117906607
2024-12-05 10:25:00,242.91000366210935,243.0399932861328,242.85470581054688,242.92999267578125,317155,0.0,0.0,0.2271190678803165,45.84735949114067,7589517.0,0.3476425555814134
2024-12-05 10:30:00,242.92999267578125,243.00999450683597,242.72000122070312,242.7899932861328,345032,0.0,0.0,0.24657400491887085,42.522573065440454,7244485.0,0.3435195194893534
2024-12-05 10:35:00,242.78500366210935,243.00999450683597,242.6699981689453,242.99710083007807,315187,0.0,0.0,0.24792994417130573,48.475341714814114,7559672.0,0.34326756682747644
2024-12-05 10:40:00,243.0,243.0800018310547,242.8800048828125,242.9199981689453,240130,0.0,0.0,0.22424230386136948,46.54278526689926,7319542.0,0.3330227435890319
2024-12-05 10:45:00,242.91000366210935,242.97000122070312,242.6000061035156,242.61099243164065,318756,0.0,0.0,0.26266809705164196,39.71006332731517,7000786.0,0.3356663128555616
2024-12-05 10:50:00,242.6024932861328,242.625,242.2400054931641,242.4949951171875,525560,0.0,0.0,0.30766740596458625,37.48537433893382,6475226.0,0.33919308200692166
2024-12-05 10:55:00,242.5,242.58999633789065,242.3350067138672,242.3500061035156,272593,0.0,0.0,0.3509122734562233,34.85675598559909,6202633.0,0.33317327653949025
2024-12-05 11:00:00,242.3699951171875,242.7400054931641,242.22999572753903,242.57000732421875,287384,0.0,0.0,0.36359865718597895,41.55398662275511,6490017.0,0.34581473609495456
2024-12-05 11:05:00,242.56500244140625,242.7700042724609,242.5399932861328,242.6199951171875,260484,0.0,0.0,0.33498858786664676,42.98820132952069,6750501.0,0.3375367878348921
2024-12-05 11:10:00,242.6199951171875,242.69500732421875,242.47999572753903,242.59500122070312,363910,0.0,0.0,0.3039975976362824,42.427589414922736,6386591.0,0.3287788465621806
2024-12-05 11:15:00,242.6000061035156,242.7400054931641,242.5200042724609,242.69000244140625,275713,0.0,0.0,0.23879446339377072,45.34516132093619,6662304.0,0.3210039531102809
2024-12-05 11:20:00,242.69000244140625,242.75999450683597,242.6499938964844,242.6699981689453,204126,0.0,0.0,0.21668166515309506,44.82998721253733,6458178.0,0.3059231665931686
2024-12-05 11:25:00,242.67999267578125,242.67999267578125,242.47000122070312,242.5500030517578,188709,0.0,0.0,0.19040262265590524,41.764787018346375,6269469.0,0.29906705180114795
2024-12-05 11:30:00,242.5449981689453,242.5576019287109,242.3300018310547,242.47999572753903,1467607,0.0,0.0,0.18731369184622357,40.04451222745472,4801862.0,0.29395960639372404
2024-12-05 11:35:00,242.47999572753903,242.5850067138672,242.4208984375,242.47000122070312,190214,0.0,0.0,0.17673503597472323,39.79251744799783,4611648.0,0.284680018703484
2024-12-05 11:40:00,242.47999572753903,242.55999755859372,242.40640258789065,242.4600067138672,176590,0.0,0.0,0.17563490034537485,39.52466144885151,4435058.0,0.27531258971672207
2024-12-05 11:45:00,242.47000122070312,242.6699066162109,242.41000366210935,242.49459838867188,175204,0.0,0.0,0.13644099427985906,41.00483049914019,4610262.0,0.2742114417802887
2024-12-05 11:50:00,242.50999450683597,242.5500030517578,242.38499450683597,242.44839477539065,182754,0.0,0.0,0.09531979737828485,39.61029330147558,4427508.0,0.2664082100520611
2024-12-05 11:55:00,242.44000244140625,242.63999938964844,242.30999755859372,242.6300048828125,249130,0.0,0.0,0.09659728801529026,47.20997967048433,4676638.0,0.2709522471659867
2024-12-05 12:00:00,242.625,242.6999969482422,242.4600067138672,242.50999450683597,274554,0.0,0.0,0.0961735407453807,43.329545277153734,4402084.0,0.2687399353878812
2024-12-05 12:05:00,242.50999450683597,242.85989379882807,242.50999450683597,242.8592071533203,226794,0.0,0.0,0.11405677132429862,54.93669150481181,4628878.0,0.27453883204937096
2024-12-05 12:10:00,242.85989379882807,243.25050354003903,242.6999969482422,243.1884002685547,339911,0.0,0.0,0.199669476721969,62.693731550558766,4968789.0,0.2942564973999412
2024-12-05 12:15:00,243.18499755859372,243.40989685058597,243.11090087890625,243.33999633789065,530578,0.0,0.0,0.27750668736469736,65.62799874980489,5499367.0,0.29459512189591186
2024-12-05 12:20:00,243.34500122070312,243.3800048828125,243.1199951171875,243.13999938964844,218917,0.0,0.0,0.3031567002302642,59.031386689235504,5280450.0,0.2921241252779274
2024-12-05 12:25:00,243.1450042724609,243.3600006103516,243.125,243.3600006103516,230189,0.0,0.0,0.34925062704061727,63.390624025725934,5510639.0,0.2880429325002291
2024-12-05 12:30:00,243.3583068847656,243.3699951171875,243.22999572753903,243.2949981689453,242796,0.0,0.0,0.3761573609077532,61.3146923066983,5267843.0,0.27746612751280164
2024-12-05 12:35:00,243.2899932861328,243.30999755859372,243.16000366210935,243.17999267578125,322441,0.0,0.0,0.38136087348977377,57.71355669409229,4945402.0,0.26835915624881584
2024-12-05 12:40:00,243.18499755859372,243.2100067138672,243.02999877929688,243.0800018310547,189424,0.0,0.0,0.3705255018096691,54.705196446754414,4755978.0,0.26204718858504944
2024-12-05 12:45:00,243.08999633789065,243.2449951171875,243.07000732421875,243.0749969482422,200884,0.0,0.0,0.352662410914384,54.551918248155154,4555094.0,0.2558275933519294
2024-12-05 12:50:00,243.0800018310547,243.22000122070312,243.0800018310547,243.1750030517578,187271,0.0,0.0,0.3299523240352646,57.13631163630504,4742365.0,0.24791038067216914
2024-12-05 12:55:00,243.17999267578125,243.17999267578125,242.7899932861328,242.88999938964844,447184,0.0,0.0,0.3004444248348328,48.64641302197659,4295181.0,0.2580610970784287
2024-12-05 13:00:00,242.88999938964844,243.0113067626953,242.8500061035156,242.8800048828125,150373,0.0,0.0,0.2571665652897083,48.37495263276698,4144808.0,0.25114868778870436
2024-12-05 13:05:00,242.88999938964844,243.05999755859372,242.8600006103516,243.0,246049,0.0,0.0,0.2289145542217985,51.84909034070302,4390857.0,0.2474945260476138
2024-12-05 13:10:00,243.0,243.13999938964844,242.9987030029297,243.1150054931641,243992,0.0,0.0,0.16270267763301519,54.9763703123968,4634849.0,0.23990804618589706
2024-12-05 13:15:00,243.1100006103516,243.25,243.0050048828125,243.00999450683597,225294,0.0,0.0,0.14905032904679083,51.67607627844672,4409555.0,0.24027144836452932
2024-12-05 13:20:00,243.0249938964844,243.1300048828125,242.6100006103516,242.77999877929688,361153,0.0,0.0,0.17334713310512362,45.266579102737055,4048402.0,0.2602544049766998
2024-12-05 13:25:00,242.75999450683597,242.9499969482422,242.7100067138672,242.88499450683597,156374,0.0,0.0,0.16624378193587325,48.4122791787746,4204776.0,0.2588068269554644
2024-12-05 13:30:00,242.88999938964844,243.13999938964844,242.83999633789065,243.10499572753903,158781,0.0,0.0,0.1652371476457433,54.33457830515784,4363557.0,0.261749673559307
2024-12-05 13:35:00,243.1300048828125,243.2899932861328,243.1100006103516,243.28390502929688,451873,0.0,0.0,0.15555205081827075,58.5063292097724,4815430.0,0.2562669313597272
2024-12-05 13:40:00,243.28500366210935,243.32269287109372,243.1000061035156,243.1300048828125,158095,0.0,0.0,0.1414910044771002,53.94130445571036,4657335.0,0.25386816611639734
2024-12-05 13:45:00,243.1300048828125,243.25999450683597,243.1100006103516,243.19000244140625,156324,0.0,0.0,0.1422647748479777,55.4022449039471,4813659.0,0.24644805232635963
2024-12-05 13:50:00,243.19500732421875,243.19500732421875,242.9499969482422,243.0800018310547,156594,0.0,0.0,0.1422647748479777,52.13701870181802,4657065.0,0.2463453544356784
2024-12-05 13:55:00,243.05999755859372,243.2400054931641,242.9900054931641,243.21499633789065,123137,0.0,0.0,0.14944287773835466,55.595744905631705,4780202.0,0.24660641641643563
2024-12-05 14:00:00,243.2299041748047,243.2899932861328,243.0,243.16619873046875,191491,0.0,0.0,0.148906537243129,54.07457860070659,4588711.0,0.2497056534739864
2024-12-05 14:05:00,243.16000366210935,243.4573974609375,243.1499938964844,243.41000366210935,249230,0.0,0.0,0.16886559748242924,59.96804230442038,4837941.0,0.2538271488486257
2024-12-05 14:10:00,243.41000366210935,243.58999633789065,243.40020751953125,243.54010009765625,270157,0.0,0.0,0.1959207995372025,62.71740002112856,5108098.0,0.24925275975416428
2024-12-05 14:15:00,243.5449981689453,243.5800018310547,243.3919982910156,243.41900634765625,161808,0.0,0.0,0.20525582090766803,58.67779224537703,4946290.0,0.2448776177645701
2024-12-05 14:20:00,243.41000366210935,243.69000244140625,243.3966064453125,243.6000061035156,204778,0.0,0.0,0.2347318502861751,62.559588288756444,5151068.0,0.24834336165520163
2024-12-05 14:25:00,243.6000061035156,243.60499572753903,243.25999450683597,243.27999877929688,231324,0.0,0.0,0.2288482668475697,53.06782132536837,4919744.0,0.2552477634890326
2024-12-05 14:30:00,243.28500366210935,243.3600006103516,243.13999938964844,243.19500732421875,168018,0.0,0.0,0.19121099025700447,50.86065450294454,4751726.0,0.25273006219014155
2024-12-05 14:35:00,243.19500732421875,243.3300018310547,243.0800018310547,243.08999633789065,716661,0.0,0.0,0.16749155412483685,48.19356778854504,4035065.0,0.2525350511957741
2024-12-05 14:40:00,243.08999633789065,243.12989807128903,242.97000122070312,243.07989501953125,188876,0.0,0.0,0.16945415524558635,47.933180700781456,3846189.0,0.24591783041408988
2024-12-05 14:45:00,243.07249450683597,243.0988006591797,242.9900054931641,243.0500946044922,147283,0.0,0.0,0.17849413260856428,47.12426385067733,3698906.0,0.23612307062415017
2024-12-05 14:50:00,243.05499267578125,243.07850646972656,242.97999572753903,243.00999450683597,151173,0.0,0.0,0.18716909222812178,45.99933011323202,3547733.0,0.22629335415978022
2024-12-05 14:55:00,243.0200042724609,243.12989807128903,243.0,243.1150054931641,128680,0.0,0.0,0.18969000381958004,49.40545118397338,3676413.0,0.219407804811701
2024-12-05 15:00:00,243.1199951171875,243.2700042724609,243.00999450683597,243.17999267578125,183430,0.0,0.0,0.18535290737677376,51.44652588131669,3859843.0,0.22230801214183632
2024-12-05 15:05:00,243.17999267578125,243.25999450683597,243.0200042724609,243.0399932861328,276745,0.0,0.0,0.1928673170880891,47.04362353073765,3583098.0,0.22357105522003293
2024-12-05 15:10:00,243.0408935546875,243.07000732421875,242.88999938964844,242.9900054931641,268142,0.0,0.0,0.20262801424539684,45.54482071190908,3314956.0,0.2204593415098856
2024-12-05 15:15:00,242.9900054931641,243.0063018798828,242.9501037597656,242.9949951171875,182258,0.0,0.0,0.2021390691202169,45.730681018838744,3497214.0,0.20872617921998263
2024-12-05 15:20:00,242.9900054931641,243.0200042724609,242.80999755859372,242.8101043701172,245326,0.0,0.0,0.19747507242989618,40.24876858504716,3251888.0,0.20881764755788207
2024-12-05 15:25:00,242.81500244140625,242.91000366210935,242.7449951171875,242.9058074951172,412879,0.0,0.0,0.18757115210151068,43.991381490877565,3664767.0,0.2056883758309011
2024-12-05 15:30:00,242.90499877929688,242.9969024658203,242.7700042724609,242.97000122070312,316771,0.0,0.0,0.12108546735920835,46.41584463169501,3981538.0,0.2072033853247149
2024-12-05 15:35:00,242.97999572753903,242.9850006103516,242.75999450683597,242.7700042724609,373212,0.0,0.0,0.12351129015285452,40.52947921013516,3608326.0,0.2084750256107197
2024-12-05 15:40:00,242.7400054931641,242.9499969482422,242.72999572753903,242.92999267578125,266382,0.0,0.0,0.11360453076403516,46.3868425568082,3874708.0,0.20929833581599078
2024-12-05 15:45:00,242.9239959716797,242.9600067138672,242.46530151367188,242.55999755859372,1166740,0.0,0.0,0.15892956405377295,37.24961596341411,2707968.0,0.22968478312301763
2024-12-05 15:50:00,242.55999755859372,242.67990112304688,242.1300048828125,242.44000244140625,843356,0.0,0.0,0.20606543628263088,34.851897043584685,1864612.0,0.25255728291503643
2024-12-05 15:55:00,242.4499969482422,243.0800018310547,242.44000244140625,243.0800018310547,1530877,0.0,0.0,0.20775683300558243,52.43704327318202,3395489.0,0.280232003201176
2024-12-06 09:30:00,242.8699951171875,243.0500030517578,242.0800018310547,242.3999938964844,1733187,0.0,0.0,0.24643887924150387,40.063105569245366,1662302.0,0.3316444930424225
2024-12-06 09:35:00,242.3999938964844,243.05999755859372,242.38999938964844,242.8000030517578,439834,0.0,0.0,0.23657284633850004,47.8578096943838,2102136.0,0.35581282666978364
2024-12-06 09:40:00,242.82000732421875,243.13999938964844,242.7899932861328,243.0800018310547,577724,0.0,0.0,0.2270958845733211,52.5131325889252,2679860.0,0.3553980573212034
2024-12-06 09:45:00,243.0800018310547,244.05999755859372,243.07000732421875,243.9600067138672,1012190,0.0,0.0,0.37447077097171283,63.532957792500476,3692050.0,0.40072641591153
2024-12-06 09:50:00,243.9900054931641,244.1999969482422,243.8500061035156,243.90499877929688,759343,0.0,0.0,0.46020105283412016,62.55573573576686,2932707.0,0.39710242085862046
2024-12-06 09:55:00,243.91000366210935,244.0,243.52999877929688,243.63999938964844,503276,0.0,0.0,0.4937591693912124,57.93275004007464,2429431.0,0.4023095122561946
